customerKey,customerSortKey,ip_address,activity_timestamp,activity_date,app_name,domain_name,url,top_level_domain,user_agent
682,BROWSEHIST#74.178.247.235-1614127294000,74.178.247.235,1.61413E+12,5/29/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36"
683,BROWSEHIST#32.92.226.2-1600994962000,32.92.226.2,1.60099E+12,1/23/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
684,BROWSEHIST#175.222.140.57-1601873477000,175.222.140.57,1.60187E+12,10/12/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
685,BROWSEHIST#102.140.229.201-1621689067000,102.140.229.201,1.62169E+12,11/5/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2117.157 Safari/537.36"
686,BROWSEHIST#196.136.65.67-1594517138000,196.136.65.67,1.59452E+12,5/17/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.0 Safari/534.24"
687,BROWSEHIST#203.80.36.222-1598621137000,203.80.36.222,1.59862E+12,4/16/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
688,BROWSEHIST#158.89.124.255-1618468869000,158.89.124.255,1.61847E+12,7/2/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/11.0.696.50"
689,BROWSEHIST#238.230.252.43-1600281264000,238.230.252.43,1.60028E+12,8/25/2020,payment,rental.com,https://rental.com/payment.aspx,com,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0
690,BROWSEHIST#203.8.171.10-1604649946000,203.8.171.10,1.60465E+12,9/16/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
691,BROWSEHIST#132.173.227.181-1626010239000,132.173.227.181,1.62601E+12,6/23/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
692,BROWSEHIST#101.154.232.225-1601340157000,101.154.232.225,1.60134E+12,8/19/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/526.3 (KHTML, like Gecko) Chrome/14.0.564.21 Safari/526.3"
693,BROWSEHIST#32.37.121.196-1617086853000,32.37.121.196,1.61709E+12,4/7/2021,payment,rental.com,https://rental.com/payment.aspx,com,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1
694,BROWSEHIST#117.116.140.153-1616050562000,117.116.140.153,1.61605E+12,1/29/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
695,BROWSEHIST#31.169.110.127-1604740033000,31.169.110.127,1.60474E+12,1/20/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1464.0 Safari/537.36"
696,BROWSEHIST#252.150.6.88-1626194854000,252.150.6.88,1.62619E+12,6/20/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20"
697,BROWSEHIST#215.183.153.218-1626188916000,215.183.153.218,1.62619E+12,2/9/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; CrOS i686 1660.57.0) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.46 Safari/535.19"
698,BROWSEHIST#160.220.173.32-1602225746000,160.220.173.32,1.60223E+12,1/4/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
699,BROWSEHIST#121.250.84.216-1626673733000,121.250.84.216,1.62667E+12,12/25/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
700,BROWSEHIST#85.143.241.220-1617616387000,85.143.241.220,1.61762E+12,1/18/2021,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.0; rv:14.0) Gecko/20100101 Firefox/14.0.1
701,BROWSEHIST#209.88.192.189-1612496734000,209.88.192.189,1.6125E+12,9/15/2020,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1
702,BROWSEHIST#242.47.7.173-1607517197000,242.47.7.173,1.60752E+12,3/16/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221"
703,BROWSEHIST#239.140.250.164-1605195955000,239.140.250.164,1.6052E+12,7/21/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; tr-TR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
704,BROWSEHIST#156.84.90.170-1601563884000,156.84.90.170,1.60156E+12,5/18/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
705,BROWSEHIST#53.48.161.161-1622396438000,53.48.161.161,1.6224E+12,5/7/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
706,BROWSEHIST#38.230.29.75-1607325493000,38.230.29.75,1.60733E+12,11/16/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3"
707,BROWSEHIST#82.100.129.228-1605484575000,82.100.129.228,1.60548E+12,3/27/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.2 (KHTML, like Gecko) Chrome/22.0.1216.0 Safari/537.2"
708,BROWSEHIST#199.105.206.78-1618897270000,199.105.206.78,1.6189E+12,11/24/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2"
709,BROWSEHIST#255.71.209.158-1593727111000,255.71.209.158,1.59373E+12,9/22/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
710,BROWSEHIST#190.116.153.20-1601530413000,190.116.153.20,1.60153E+12,8/24/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
711,BROWSEHIST#210.20.29.139-1614944305000,210.20.29.139,1.61494E+12,2/19/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
712,BROWSEHIST#179.28.75.162-1613740399000,179.28.75.162,1.61374E+12,9/14/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
713,BROWSEHIST#246.56.33.138-1614727114000,246.56.33.138,1.61473E+12,11/23/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
714,BROWSEHIST#191.239.201.62-1601323566000,191.239.201.62,1.60132E+12,7/14/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
715,BROWSEHIST#151.187.86.156-1609727949000,151.187.86.156,1.60973E+12,3/28/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
716,BROWSEHIST#104.56.112.27-1602120681000,104.56.112.27,1.60212E+12,3/11/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2224.3 Safari/537.36"
717,BROWSEHIST#138.192.94.136-1595475566000,138.192.94.136,1.59548E+12,9/13/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"
718,BROWSEHIST#102.48.92.176-1618649644000,102.48.92.176,1.61865E+12,8/29/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
719,BROWSEHIST#36.52.227.13-1601446479000,36.52.227.13,1.60145E+12,1/7/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1"
720,BROWSEHIST#42.161.215.174-1614995096000,42.161.215.174,1.615E+12,4/8/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
721,BROWSEHIST#120.171.253.75-1606224772000,120.171.253.75,1.60622E+12,1/20/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
722,BROWSEHIST#139.185.155.158-1620196398000,139.185.155.158,1.6202E+12,1/7/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.694.0 Safari/534.24"
723,BROWSEHIST#135.175.17.26-1623775536000,135.175.17.26,1.62378E+12,5/22/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
724,BROWSEHIST#124.102.53.40-1605328618000,124.102.53.40,1.60533E+12,7/24/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
725,BROWSEHIST#148.100.57.95-1596182859000,148.100.57.95,1.59618E+12,3/31/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
726,BROWSEHIST#57.75.239.52-1610069206000,57.75.239.52,1.61007E+12,7/10/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
727,BROWSEHIST#165.75.145.255-1593995765000,165.75.145.255,1.594E+12,11/19/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
728,BROWSEHIST#81.106.100.33-1617252928000,81.106.100.33,1.61725E+12,3/21/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19"
729,BROWSEHIST#158.68.102.169-1608611416000,158.68.102.169,1.60861E+12,7/25/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/10.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
730,BROWSEHIST#204.69.246.12-1611234112000,204.69.246.12,1.61123E+12,5/2/2021,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0
731,BROWSEHIST#26.45.148.55-1618631974000,26.45.148.55,1.61863E+12,10/1/2020,search,rental.com,https://rental.com/search.aspx,com,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
732,BROWSEHIST#90.35.210.239-1599701672000,90.35.210.239,1.5997E+12,9/5/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24"
733,BROWSEHIST#132.130.238.187-1612843623000,132.130.238.187,1.61284E+12,8/12/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:23.0) Gecko/20131011 Firefox/23.0
734,BROWSEHIST#192.95.201.38-1594692448000,192.95.201.38,1.59469E+12,11/30/2020,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0a2) Gecko/20111101 Firefox/9.0a2
735,BROWSEHIST#205.136.82.74-1624913646000,205.136.82.74,1.62491E+12,8/19/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.704.0 Safari/534.25"
736,BROWSEHIST#193.218.176.170-1607018578000,193.218.176.170,1.60702E+12,12/17/2020,payment,rental.com,https://rental.com/payment.aspx,com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
737,BROWSEHIST#71.227.58.102-1604396437000,71.227.58.102,1.6044E+12,4/10/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2"
738,BROWSEHIST#250.110.178.116-1613131395000,250.110.178.116,1.61313E+12,2/12/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24"
739,BROWSEHIST#9.166.161.63-1608902484000,9.166.161.63,1.6089E+12,2/26/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
740,BROWSEHIST#87.130.181.66-1608769019000,87.130.181.66,1.60877E+12,8/18/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
741,BROWSEHIST#243.252.160.178-1600816464000,243.252.160.178,1.60082E+12,11/8/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
742,BROWSEHIST#91.137.132.88-1614775233000,91.137.132.88,1.61478E+12,10/23/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36"
743,BROWSEHIST#83.160.198.193-1624220814000,83.160.198.193,1.62422E+12,9/20/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
744,BROWSEHIST#154.117.79.5-1603667806000,154.117.79.5,1.60367E+12,8/2/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
745,BROWSEHIST#130.244.8.249-1604371008000,130.244.8.249,1.60437E+12,9/15/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
746,BROWSEHIST#136.175.139.20-1594674672000,136.175.139.20,1.59467E+12,1/13/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.11 Safari/535.19"
747,BROWSEHIST#3.25.17.144-1602392762000,3.25.17.144,1.60239E+12,7/19/2020,maint,rental.com,https://rental.com/maint.aspx,com,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
748,BROWSEHIST#202.145.178.159-1601283531000,202.145.178.159,1.60128E+12,3/14/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
749,BROWSEHIST#61.135.94.178-1608683266000,61.135.94.178,1.60868E+12,7/6/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
750,BROWSEHIST#15.165.117.159-1618500872000,15.165.117.159,1.6185E+12,3/13/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-tw) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5"
751,BROWSEHIST#122.24.23.251-1594403305000,122.24.23.251,1.5944E+12,8/13/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2224.3 Safari/537.36"
752,BROWSEHIST#216.119.12.3-1616483533000,216.119.12.3,1.61648E+12,2/22/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; da-dk) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
753,BROWSEHIST#142.184.171.244-1600051540000,142.184.171.244,1.60005E+12,1/21/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
754,BROWSEHIST#116.111.61.158-1605565051000,116.111.61.158,1.60557E+12,4/9/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/535.1"
755,BROWSEHIST#222.131.61.128-1611882987000,222.131.61.128,1.61188E+12,7/3/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7xs5D9rRDFpg2g"
756,BROWSEHIST#5.248.163.215-1597373947000,5.248.163.215,1.59737E+12,8/4/2020,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
757,BROWSEHIST#162.198.25.210-1603397206000,162.198.25.210,1.6034E+12,3/29/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
758,BROWSEHIST#70.99.80.218-1613165673000,70.99.80.218,1.61317E+12,4/15/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
759,BROWSEHIST#24.111.252.128-1609217415000,24.111.252.128,1.60922E+12,1/19/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
760,BROWSEHIST#52.191.139.71-1608423802000,52.191.139.71,1.60842E+12,5/8/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
761,BROWSEHIST#43.111.27.169-1624757310000,43.111.27.169,1.62476E+12,4/11/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13"
762,BROWSEHIST#27.245.238.132-1612666687000,27.245.238.132,1.61267E+12,2/24/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
763,BROWSEHIST#40.15.249.56-1624175989000,40.15.249.56,1.62418E+12,5/3/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
764,BROWSEHIST#246.142.133.203-1601187906000,246.142.133.203,1.60119E+12,12/16/2020,maint,rental.com,https://rental.com/maint.aspx,com,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
765,BROWSEHIST#166.13.146.195-1596582817000,166.13.146.195,1.59658E+12,4/29/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.1b3pre) Gecko/20081212 Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8"
766,BROWSEHIST#187.67.100.37-1617851774000,187.67.100.37,1.61785E+12,3/1/2021,maint,rental.com,https://rental.com/maint.aspx,com,Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20120403211507 Firefox/12.0
767,BROWSEHIST#90.50.174.191-1610312268000,90.50.174.191,1.61031E+12,6/27/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
768,BROWSEHIST#13.58.88.150-1605006998000,13.58.88.150,1.60501E+12,4/23/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (X11; CrOS i686 12.433.109) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.93 Safari/534.30"
769,BROWSEHIST#242.232.206.236-1608013008000,242.232.206.236,1.60801E+12,4/13/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
770,BROWSEHIST#224.38.86.29-1618779518000,224.38.86.29,1.61878E+12,11/6/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1"
771,BROWSEHIST#25.237.125.20-1604143046000,25.237.125.20,1.60414E+12,7/8/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
772,BROWSEHIST#115.199.109.92-1594776661000,115.199.109.92,1.59478E+12,10/28/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
773,BROWSEHIST#209.240.37.38-1626124656000,209.240.37.38,1.62612E+12,11/6/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
774,BROWSEHIST#210.203.10.58-1608596501000,210.203.10.58,1.6086E+12,7/12/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
775,BROWSEHIST#87.236.133.159-1608200359000,87.236.133.159,1.6082E+12,3/12/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17"
776,BROWSEHIST#242.235.195.108-1601019950000,242.235.195.108,1.60102E+12,12/24/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
